+ Processor: 1 L1 Data Cache
+                          Count          %              Cycles         %         
+ Load-Hits                137612061      87.1139        1336119542     24.4125   
+ Load-Misses:             20355831       12.8861        4136983327     75.5875   
+ Load-Total Accesses:     157967892      100            5473102869     100       

+ Store-Hits               129063498      95.9398        1290634792     53.4122   
+ Store-Misses:            5461972        4.06018        1125732793     46.5878   
+ Store-Total Accesses:    134525470      100            2416367585     100       

+ Total-Hits:              266675559      91.1732        2626754334     33.2944   
+ Total-Misses:            25817803       8.8268         5262716120     66.7056   

+ Estimated Cost:          292493362      100            7889470454     100       


+ Processor: 2 L1 Data Cache
+                          Count          %              Cycles         %         
+ Load-Hits                143414296      84.5875        1372797748     20.8565   
+ Load-Misses:             26131153       15.4125        5209315563     79.1435   
+ Load-Total Accesses:     169545449      100            6582113311     100       

+ Store-Hits               130227768      95.6781        1302277588     51.766    
+ Store-Misses:            5882492        4.32186        1213421238     48.234    
+ Store-Total Accesses:    136110260      100            2515698826     100       

+ Total-Hits:              273642064      89.5262        2675075336     29.4035   
+ Total-Misses:            32013645       10.4738        6422736801     70.5965   

+ Estimated Cost:          305655709      100            9097812137     100       


+ Processor: 3 L1 Data Cache
+                          Count          %              Cycles         %         
+ Load-Hits                143797659      84.5908        1091775818     17.3748   
+ Load-Misses:             26194450       15.4092        5191890841     82.6252   
+ Load-Total Accesses:     169992109      100            6283666659     100       

+ Store-Hits               131069854      95.8333        1034018576     47.0203   
+ Store-Misses:            5698714        4.16668        1165070352     52.9797   
+ Store-Total Accesses:    136768568      100            2199088928     100       

+ Total-Hits:              274867513      89.6032        2125794394     25.0602   
+ Total-Misses:            31893164       10.3968        6356961193     74.9398   

+ Estimated Cost:          306760677      100            8482755587     100       


Memory Stats:
Addr 	 Loads 	 Stores 	 LHIS 	 LMISS 	 SHIT 	 SMISS
0x00007f3585d9ddf3	1	0	1	0	0	0	1
0x00007f3585dcddf8	1	0	1	0	0	0	1
0x00007f3585d9ddf4	1	0	1	0	0	0	1
0x00007f3585d9ddf5	1	0	1	0	0	0	1
0x00007f358606de40	0	1	0	0	1	0	1
0x00007f3585d9ddf6	1	0	1	0	0	0	1
0x00007f3585d9ddf7	1	0	1	0	0	0	1
0x00007f358525dccc	1	0	1	0	0	0	1
0x00007f3585d9ddf8	1	0	1	0	0	0	1
0x00007f3585d9ddf9	1	0	1	0	0	0	1
0x00007f358525dcce	1	0	1	0	0	0	1
0x00007f3585d9ddfa	1	0	1	0	0	0	1
0x00007f3585d9ddfb	1	0	1	0	0	0	1
0x00007f3585dcde00	1	0	1	0	0	0	1
0x00007f358525dcd0	1	0	1	0	0	0	1
0x00007f3585d9ddfc	1	0	1	0	0	0	1
0x00007f3585d9ddfd	1	0	1	0	0	0	1
0x00007f358606de48	0	1	0	0	1	0	1
0x00007f3585d9ddfe	1	0	1	0	0	0	1
0x00007f3585d9ddff	3	0	2	1	0	0	3
0x00007f3585d9de00	3	0	3	0	0	0	3
0x00007f3585d9de01	3	0	3	0	0	0	3
0x00007f3585d9de02	3	0	3	0	0	0	3
0x00007f3585d9de03	3	0	3	0	0	0	3
0x00007f3585dcde08	1	0	1	0	0	0	1
0x00007f3585d9de04	3	0	3	0	0	0	3
0x00007f3585d9de05	3	0	3	0	0	0	3
0x00007f3585d9de06	3	0	3	0	0	0	3
0x00007f3585d9de07	3	0	3	0	0	0	3
0x00007f3585d9de08	3	0	3	0	0	0	3
0x00007f3585d9de09	3	0	3	0	0	0	3
0x00007f3585d9de0a	3	0	3	0	0	0	3
0x00007f3585d9de0b	3	0	3	0	0	0	3
0x00007f3585dcde10	1	0	1	0	0	0	1
0x00007f3585d9de0c	3	0	3	0	0	0	3
0x00007f3585d9de0d	3	0	3	0	0	0	3
0x00007f3585d9de0e	3	0	3	0	0	0	3
0x00007f3585d9de0f	3	0	3	0	0	0	3
0x00007f358525dce4	1	0	1	0	0	0	1
0x00007f3585d9de10	3	0	3	0	0	0	3
0x00007f3585d9de11	3	0	3	0	0	0	3
0x00007f358525dce6	1	0	1	0	0	0	1
0x00007f3585d9de12	3	0	3	0	0	0	3
0x00007f3585d9de13	3	0	3	0	0	0	3
0x00007f3585dcde18	1	0	1	0	0	0	1
0x00007f358525dce8	1	0	1	0	0	0	1
0x00007f3585d9de14	3	0	3	0	0	0	3
0x00007f3585d9de15	3	0	3	0	0	0	3
0x00007f3585d9de16	3	0	3	0	0	0	3
0x00007f3585d9de17	3	0	3	0	0	0	3
0x00007f3585d9de18	3	0	3	0	0	0	3
0x00007f3585d9de19	3	0	3	0	0	0	3
0x00007f3585d9de1a	3	0	3	0	0	0	3
0x00007f3585d9de1b	3	0	3	0	0	0	3
0x00007f3585dcde20	1	0	1	0	0	0	1
0x00007f358525dcf0	1	0	1	0	0	0	1
0x00007f3585d9de1c	3	0	3	0	0	0	3
0x00007f3585d9de1d	3	0	3	0	0	0	3
0x00007f3585d9de1e	3	0	3	0	0	0	3
0x00007f3585d9de1f	3	0	3	0	0	0	3
0x00007f3585d9de20	3	0	3	0	0	0	3
0x00007f3585d9de21	3	0	3	0	0	0	3
0x00007f3585d9de22	3	0	3	0	0	0	3
0x00007f3585d9de23	3	0	3	0	0	0	3
0x00007f3585dcde28	1	0	1	0	0	0	1
0x00007f3585d9de24	3	0	3	0	0	0	3
0x00007f3585d9de25	3	0	3	0	0	0	3
0x00007f358606de70	0	1	0	0	1	0	1
0x00007f3585d9de26	3	0	3	0	0	0	3
0x00007f3585d9de27	3	0	3	0	0	0	3
0x00007f358525dcfc	1	0	1	0	0	0	1
0x00007f3585d9de28	1	0	1	0	0	0	1
0x00007f3585d9de29	1	0	1	0	0	0	1
0x00007f358525dcfe	1	0	1	0	0	0	1
0x00007f3585d9de2a	1	0	1	0	0	0	1
0x00007f3585d9de2b	1	0	1	0	0	0	1
0x00007f3585dcde30	1	0	1	0	0	0	1
0x00007f358525dd00	1	0	1	0	0	0	1
0x00007f3585d9de2c	1	0	1	0	0	0	1
0x00007f3585d9de2d	1	0	1	0	0	0	1
0x00007f358606de78	0	1	0	0	1	0	1
0x00007f3585d9de2e	1	0	1	0	0	0	1
0x00007f3585d9de2f	1	0	1	0	0	0	1
0x00007f3585d9de30	1	0	1	0	0	0	1
0x00007f3585d9de31	1	0	1	0	0	0	1
0x00007f3585d9de32	1	0	1	0	0	0	1
0x00007f3585d9de33	1	0	1	0	0	0	1
0x00007f3585dcde38	1	0	1	0	0	0	1
0x00007f3585d9de34	1	0	1	0	0	0	1
0x00007f3585d9de35	1	0	1	0	0	0	1
0x00007f358606de80	0	1	0	0	1	0	1
0x00007f3585d9de36	1	0	1	0	0	0	1
0x00007f3585d9de37	1	0	1	0	0	0	1
0x00007f3585d9de38	1	0	1	0	0	0	1
0x00007f3585dcde40	1	0	1	0	0	0	1
0x00007f358525dd14	1	0	1	0	0	0	1
0x00007f358525dd16	1	0	1	0	0	0	1
0x00007f3585dcde48	1	0	1	0	0	0	1
0x00007f358525dd18	1	0	1	0	0	0	1
0x00007f3585dcde50	1	0	1	0	0	0	1
0x00007f358606de98	0	1	0	0	1	0	1
0x00007f3585dcde58	1	0	1	0	0	0	1
0x00007f358606dea0	0	1	0	0	1	0	1
0x00007f358525dd2c	1	0	1	0	0	0	1
0x00007f358525dd2e	1	0	1	0	0	0	1
0x00007f3585dcde60	1	0	1	0	0	0	1
0x00007f358525dd30	1	0	1	0	0	0	1
0x00007f358606dea8	0	1	0	0	1	0	1
0x00007f3585dcde68	1	0	1	0	0	0	1
0x00007f3585dcde70	1	0	1	0	0	0	1
0x00007f358525dd44	1	0	1	0	0	0	1
0x00007f358525dd46	1	0	1	0	0	0	1
0x00007f3585dcde78	1	0	1	0	0	0	1
0x00007f358525dd48	1	0	1	0	0	0	1
0x00007f358606dec0	0	1	0	0	1	0	1
0x00007f3585dcde80	1	0	1	0	0	0	1
0x00007f358606dec8	0	1	0	0	1	0	1
0x00007f3585dcde88	1	0	1	0	0	0	1
0x00007f358606ded0	0	1	0	0	1	0	1
0x00007f358525dd5c	1	0	1	0	0	0	1
0x00007f358525dd5e	1	0	1	0	0	0	1
0x00007f3585dcde90	1	0	1	0	0	0	1
0x00007f358525dd60	1	0	1	0	0	0	1
0x00007f358606ded8	0	1	0	0	1	0	1
0x00007f3585dcde98	1	0	1	0	0	0	1
0x00007f358606dee0	0	1	0	0	1	0	1
0x00007f3585dcdea0	1	0	1	0	0	0	1
0x00007f358606dee8	0	1	0	0	1	0	1
0x00007f358525dd74	1	0	1	0	0	0	1
0x00007f358525dd76	1	0	1	0	0	0	1
0x00007f3585dcdea8	1	0	1	0	0	0	1
0x00007f358525dd78	1	0	1	0	0	0	1
0x00007f358606def0	0	1	0	0	1	0	1
0x00007f3585dcdeb0	1	0	1	0	0	0	1
0x00007f3585dcdeb8	1	0	1	0	0	0	1
0x00007f358525dd8c	1	0	1	0	0	0	1
0x00007f358525dd8e	1	0	1	0	0	0	1
0x00007f3585dcdec0	1	0	1	0	0	0	1
0x00007f358525dd90	1	0	1	0	0	0	1
0x00007f3585dcdec8	1	0	1	0	0	0	1
0x00007f358606df10	0	1	0	0	1	0	1
0x00007f3585dcded0	1	0	1	0	0	0	1
0x00007f358525dda0	1	0	1	0	0	0	1
0x00007f358606df18	0	1	0	0	1	0	1
0x00007f358525dda4	4	0	3	1	0	0	4
0x00007f358525dda6	2	0	2	0	0	0	2
0x00007f3585dcded8	1	0	1	0	0	0	1
0x00007f358525dda8	3	0	3	0	0	0	3
0x00007f358606df20	0	1	0	0	1	0	1
0x00007f3585dcdee0	1	0	1	0	0	0	1
0x00007f3585dcdee8	1	0	1	0	0	0	1
0x00007f358525ddbc	1	0	1	0	0	0	1
0x00007f358525ddbe	1	0	1	0	0	0	1
0x00007f3585dcdef0	1	0	1	0	0	0	1
0x00007f358525ddc0	1	0	1	0	0	0	1
0x00007f358606df38	0	1	0	0	1	0	1
0x00007f3585dcdef8	1	0	1	0	0	0	1
0x00007f358525ddc8	1	0	1	0	0	0	1
0x00007f358606df40	0	1	0	0	1	0	1
0x00007f3585dcdf00	1	0	1	0	0	0	1
0x00007f358606df48	0	1	0	0	1	0	1
0x00007f358525ddd4	1	0	1	0	0	0	1
0x00007f358525ddd6	1	0	1	0	0	0	1
0x00007f3585dcdf08	1	0	1	0	0	0	1
0x00007f358525ddd8	1	0	1	0	0	0	1
0x00007f3585dcdf10	1	0	1	0	0	0	1
0x00007f3585dcdf18	1	0	1	0	0	0	1
0x00007f358525dde8	1	0	1	0	0	0	1
0x00007f358606df60	0	1	0	0	1	0	1
0x00007f358525ddec	7	0	7	0	0	0	7
0x00007f358525dded	1	0	1	0	0	0	1
0x00007f358525ddee	2	0	2	0	0	0	2
0x00007f3585dcdf20	1	0	1	0	0	0	1
0x00007f358525ddf0	4	0	4	0	0	0	4
0x00007f358606df68	0	1	0	0	1	0	1
0x00007f3585dcdf28	1	0	1	0	0	0	1
0x00007f358606df70	0	1	0	0	1	0	1
0x00007f3585dcdf30	1	0	1	0	0	0	1
0x00007f358525de04	1	0	1	0	0	0	1
0x00007f358525de06	1	0	1	0	0	0	1
0x00007f3585dcdf38	1	0	1	0	0	0	1
0x00007f358525de08	1	0	1	0	0	0	1
0x00007f358606df80	0	1	0	0	1	0	1
0x00007f3585dcdf40	1	0	1	0	0	0	1
0x00007f358606df88	0	1	0	0	1	0	1
0x00007f3585dcdf48	1	0	1	0	0	0	1
0x00007f358525de1c	1	0	1	0	0	0	1
0x00007f358525de1e	1	0	1	0	0	0	1
0x00007f3585dcdf50	1	0	1	0	0	0	1
0x00007f358525de20	1	0	1	0	0	0	1
0x00007f358606df98	0	1	0	0	1	0	1
0x00007f3585dcdf58	1	0	1	0	0	0	1
0x00007f358525de28	1	0	1	0	0	0	1
0x00007f3585dcdf60	1	0	1	0	0	0	1
0x00007f358525de34	1	0	1	0	0	0	1
0x00007f358525de36	1	0	1	0	0	0	1
0x00007f3585d9df62	2	0	2	0	0	0	2
0x00007f3585d9df63	2	0	2	0	0	0	2
0x00007f3585dcdf68	1	0	1	0	0	0	1
0x00007f358525de38	1	0	1	0	0	0	1
0x00007f3585d9df64	2	0	2	0	0	0	2
0x00007f3585d9df65	2	0	2	0	0	0	2
0x00007f3585d9df66	2	0	2	0	0	0	2
0x00007f3585d9df67	2	0	2	0	0	0	2
0x00007f3585d9df68	2	0	2	0	0	0	2
0x00007f3585d9df69	2	0	2	0	0	0	2
0x00007f3585d9df6a	2	0	2	0	0	0	2
0x00007f3585d9df6b	2	0	2	0	0	0	2
0x00007f3585dcdf70	1	0	1	0	0	0	1
0x00007f3585d9df6c	2	0	2	0	0	0	2
0x00007f3585d9df6d	2	0	2	0	0	0	2
0x00007f3585d9df6e	2	0	2	0	0	0	2
0x00007f3585d9df6f	2	0	2	0	0	0	2
0x00007f3585d9df70	2	0	2	0	0	0	2
0x00007f3585d9df71	2	0	2	0	0	0	2
0x00007f3585d9df72	2	0	2	0	0	0	2
0x00007f3585d9df73	2	0	2	0	0	0	2
0x00007f3585dcdf78	1	0	1	0	0	0	1
0x00007f3585d9df74	2	0	2	0	0	0	2
0x00007f3585d9df75	2	0	2	0	0	0	2
0x00007f358606dfc0	0	1	0	0	1	0	1
0x00007f3585d9df76	2	0	2	0	0	0	2
0x00007f358525de4c	1	0	1	0	0	0	1
0x00007f358525de4e	1	0	1	0	0	0	1
0x00007f3585dcdf80	1	0	1	0	0	0	1
0x00007f358525de50	1	0	1	0	0	0	1
0x00007f358606dfc8	0	1	0	0	1	0	1
0x00007f3585dcdf88	1	0	1	0	0	0	1
0x00007f3585dcdf90	1	0	1	0	0	0	1
0x00007f358606dfd8	0	1	0	0	1	0	1
0x00007f358525de64	1	0	1	0	0	0	1
0x00007f358525de66	1	0	1	0	0	0	1
0x00007f3585dcdf98	1	0	1	0	0	0	1
0x00007f358525de68	1	0	1	0	0	0	1
0x00007f3585dcdfa0	1	0	1	0	0	0	1
0x00007f3585dcdfa8	1	0	1	0	0	0	1
0x00007f358606dff0	0	1	0	0	1	0	1
0x00007f358525de7c	1	0	1	0	0	0	1
0x00007f358525de7e	1	0	1	0	0	0	1
0x00007f3585dcdfb0	1	0	1	0	0	0	1
0x00007f358525de80	1	0	1	0	0	0	1
0x00007f358606dff8	0	1	0	0	1	0	1
0x00007f3585dcdfb8	1	0	1	0	0	0	1
0x00007f3585dcdfc0	1	0	1	0	0	0	1
0x00007f358525de94	1	0	1	0	0	0	1
0x00007f358525de96	1	0	1	0	0	0	1
0x00007f3585dcdfc8	1	0	1	0	0	0	1
0x00007f358525de98	1	0	1	0	0	0	1
0x00007f358606e010	0	1	0	0	1	0	1
0x00007f3585dcdfd0	1	0	1	0	0	0	1
0x00007f358525dea0	1	0	1	0	0	0	1
0x00007f358606e018	0	1	0	0	1	0	1
0x00007f3585dcdfd8	1	0	1	0	0	0	1
0x00007f358606e020	0	1	0	0	1	0	1
0x00007f358525deac	1	0	1	0	0	0	1
0x00007f358525deae	1	0	1	0	0	0	1
0x00007f3585dcdfe0	1	0	1	0	0	0	1
0x00007f358525deb0	1	0	1	0	0	0	1
0x00007f3585dcdfe8	1	0	1	0	0	0	1
0x00007f3585dcdff0	1	0	1	0	0	0	1
0x00007f358606e038	0	1	0	0	1	0	1
0x00007f358525dec4	1	0	1	0	0	0	1
0x00007f358525dec6	1	0	1	0	0	0	1
0x00007f3585dcdff8	1	0	1	0	0	0	1
0x00007f358525dec8	1	0	1	0	0	0	1
0x00007f358606e040	0	1	0	0	1	0	1
0x00007f3585dce000	1	0	1	0	0	0	1
0x00007f358606e048	0	1	0	0	1	0	1
0x00007f3585dce008	1	0	0	1	0	0	1
0x00007f358606e050	0	1	0	0	1	0	1
0x00007f358525dedc	1	0	1	0	0	0	1
0x00007f358525dede	1	0	1	0	0	0	1
0x00007f3585dce010	1	0	1	0	0	0	1
0x00007f358525dee0	1	0	1	0	0	0	1
0x00007f358606e058	0	1	0	0	1	0	1
0x00007f3585d9e011	1	0	1	0	0	0	1
0x00007f3585d9e012	1	0	1	0	0	0	1
0x00007f3585d9e013	1	0	1	0	0	0	1
0x00007f3585dce018	1	0	1	0	0	0	1
0x00007f3585d9e014	1	0	1	0	0	0	1
0x00007f3585d9e015	1	0	1	0	0	0	1
0x00007f3585d9e016	1	0	1	0	0	0	1
0x00007f3585d9e017	1	0	1	0	0	0	1
0x00007f3585d9e018	1	0	1	0	0	0	1
0x00007f3585d9e019	1	0	1	0	0	0	1
0x00007f3585d9e01a	1	0	1	0	0	0	1
0x00007f3585d9e01b	1	0	1	0	0	0	1
0x00007f3585dce020	1	0	1	0	0	0	1
0x00007f3585d9e01c	1	0	1	0	0	0	1
0x00007f358525def0	1	0	1	0	0	0	1
0x00007f3585d9e01d	1	0	1	0	0	0	1
0x00007f3585d9e01e	1	0	1	0	0	0	1
0x00007f3585d9e01f	1	0	1	0	0	0	1
0x00007f358525def4	4	0	4	0	0	0	4
0x00007f3585d9e020	1	0	1	0	0	0	1
0x00007f3585d9e021	1	0	1	0	0	0	1
0x00007f358525def6	2	0	2	0	0	0	2
0x00007f3585d9e022	1	0	1	0	0	0	1
0x00007f3585d9e023	1	0	1	0	0	0	1
0x00007f3585dce028	1	0	1	0	0	0	1
0x00007f358525def8	3	0	3	0	0	0	3
0x00007f3585d9e024	1	0	1	0	0	0	1
0x00007f3585d9e025	1	0	1	0	0	0	1
0x00007f358606e070	0	1	0	0	1	0	1
0x00007f3585d9e026	1	0	1	0	0	0	1
0x00007f3585dce030	1	0	1	0	0	0	1
0x00007f358525df00	1	0	1	0	0	0	1
0x00007f358606e078	0	1	0	0	1	0	1
0x00007f3585dce038	1	0	1	0	0	0	1
0x00007f358606e080	0	1	0	0	1	0	1
0x00007f358525df0c	1	0	1	0	0	0	1
0x00007f358525df0e	1	0	1	0	0	0	1
0x00007f3585dce040	1	0	1	0	0	0	1
0x00007f358525df10	1	0	1	0	0	0	1
0x00007f3585dce048	1	0	1	0	0	0	1
0x00007f3585dce050	1	0	1	0	0	0	1
0x00007f358606e098	0	1	0	0	1	0	1
0x00007f358525df24	1	0	1	0	0	0	1
0x00007f358525df26	1	0	1	0	0	0	1
0x00007f3585dce058	1	0	1	0	0	0	1
0x00007f358525df28	1	0	1	0	0	0	1
0x00007f358606e0a0	0	1	0	0	1	0	1
0x00007f3585d9e05b	1	0	1	0	0	0	1
0x00007f3585dce060	1	0	1	0	0	0	1
0x00007f3585d9e05c	1	0	1	0	0	0	1
0x00007f3585d9e05d	1	0	1	0	0	0	1
0x00007f358606e0a8	0	1	0	0	1	0	1
0x00007f3585d9e05e	1	0	1	0	0	0	1
0x00007f3585d9e05f	1	0	1	0	0	0	1
0x00007f3585d9e060	1	0	1	0	0	0	1
0x00007f3585d9e061	1	0	1	0	0	0	1
0x00007f3585d9e062	1	0	1	0	0	0	1
0x00007f3585d9e063	1	0	1	0	0	0	1
0x00007f3585dce068	1	0	1	0	0	0	1
0x00007f3585d9e064	1	0	1	0	0	0	1
0x00007f3585d9e065	1	0	1	0	0	0	1
0x00007f358606e0b0	0	1	0	0	1	0	1
0x00007f3585d9e066	1	0	1	0	0	0	1
0x00007f3585d9e067	1	0	1	0	0	0	1
0x00007f358525df3c	1	0	1	0	0	0	1
0x00007f3585d9e068	1	0	1	0	0	0	1
0x00007f3585d9e069	1	0	1	0	0	0	1
0x00007f358525df3e	1	0	1	0	0	0	1
0x00007f3585d9e06a	1	0	1	0	0	0	1
0x00007f3585d9e06b	1	0	1	0	0	0	1
0x00007f3585dce070	1	0	1	0	0	0	1
0x00007f358525df40	1	0	1	0	0	0	1
0x00007f3585d9e06c	1	0	1	0	0	0	1
0x00007f3585d9e06d	1	0	1	0	0	0	1
0x00007f358606e0b8	0	1	0	0	1	0	1
0x00007f3585d9e06e	1	0	1	0	0	0	1
0x00007f3585d9e06f	1	0	1	0	0	0	1
0x00007f3585d9e070	1	0	1	0	0	0	1
0x00007f3585dce078	1	0	1	0	0	0	1
0x00007f358606e0c0	0	1	0	0	1	0	1
0x00007f3585dce080	1	0	1	0	0	0	1
0x00007f358606e0c8	0	1	0	0	1	0	1
0x00007f358525df54	1	0	1	0	0	0	1
0x00007f3585d9e080	1	0	1	0	0	0	1
0x00007f3585d9e081	1	0	1	0	0	0	1
0x00007f358525df56	1	0	1	0	0	0	1
0x00007f3585d9e082	1	0	1	0	0	0	1
0x00007f3585d9e083	1	0	1	0	0	0	1
0x00007f3585dce088	1	0	1	0	0	0	1
0x00007f358525df58	1	0	1	0	0	0	1
0x00007f3585d9e084	1	0	1	0	0	0	1
0x00007f3585d9e085	1	0	1	0	0	0	1
0x00007f358606e0d0	0	1	0	0	1	0	1
0x00007f3585d9e086	1	0	1	0	0	0	1
0x00007f3585d9e087	1	0	1	0	0	0	1
0x00007f3585d9e088	1	0	1	0	0	0	1
0x00007f3585d9e089	1	0	1	0	0	0	1
0x00007f3585d9e08a	1	0	1	0	0	0	1
0x00007f3585d9e08b	1	0	1	0	0	0	1
0x00007f3585dce090	1	0	1	0	0	0	1
0x00007f3585d9e08c	1	0	1	0	0	0	1
0x00007f3585d9e08d	1	0	1	0	0	0	1
0x00007f358606e0d8	0	1	0	0	1	0	1
0x00007f3585d9e08e	1	0	1	0	0	0	1
0x00007f3585d9e08f	1	0	1	0	0	0	1
0x00007f3585d9e090	1	0	1	0	0	0	1
0x00007f3585d9e091	1	0	1	0	0	0	1
0x00007f3585d9e092	1	0	1	0	0	0	1
0x00007f3585d9e093	1	0	1	0	0	0	1
0x00007f3585dce098	1	0	1	0	0	0	1
0x00007f3585d9e094	1	0	1	0	0	0	1
0x00007f3585d9e095	1	0	1	0	0	0	1
0x00007f358606e0e0	0	1	0	0	1	0	1
0x00007f3585d9e096	1	0	1	0	0	0	1
0x00007f3585d9e097	1	0	1	0	0	0	1
0x00007f358525df6c	1	0	1	0	0	0	1
0x00007f3585d9e098	1	0	1	0	0	0	1
0x00007f3585d9e099	1	0	1	0	0	0	1
0x00007f358525df6e	1	0	1	0	0	0	1
0x00007f3585d9e09a	1	0	1	0	0	0	1
0x00007f3585d9e09b	1	0	1	0	0	0	1
0x00007f3585dce0a0	1	0	1	0	0	0	1
0x00007f358525df70	1	0	1	0	0	0	1
0x00007f3585d9e09c	1	0	1	0	0	0	1
0x00007f3585d9e09d	1	0	1	0	0	0	1
0x00007f358606e0e8	0	1	0	0	1	0	1
0x00007f3585d9e09e	1	0	1	0	0	0	1
0x00007f3585d9e09f	2	0	2	0	0	0	2
0x00007f3585d9e0a0	2	0	2	0	0	0	2
0x00007f3585d9e0a1	2	0	2	0	0	0	2
0x00007f3585d9e0a2	2	0	2	0	0	0	2
0x00007f3585d9e0a3	2	0	2	0	0	0	2
0x00007f3585dce0a8	1	0	1	0	0	0	1
0x00007f3585d9e0a4	2	0	2	0	0	0	2
0x00007f3585d9e0a5	2	0	2	0	0	0	2
0x00007f358606e0f0	0	1	0	0	1	0	1
0x00007f3585d9e0a6	2	0	2	0	0	0	2
0x00007f3585d9e0a7	2	0	2	0	0	0	2
0x00007f3585d9e0a8	2	0	2	0	0	0	2
0x00007f3585d9e0a9	2	0	2	0	0	0	2
0x00007f3585d9e0aa	2	0	2	0	0	0	2
0x00007f3585d9e0ab	2	0	2	0	0	0	2
0x00007f3585dce0b0	1	0	1	0	0	0	1
0x00007f3585d9e0ac	2	0	2	0	0	0	2
0x00007f3585d9e0ad	2	0	2	0	0	0	2
0x00007f358606e0f8	0	1	0	0	1	0	1
0x00007f3585d9e0ae	2	0	2	0	0	0	2
0x00007f3585d9e0af	2	0	2	0	0	0	2
0x00007f358525df84	1	0	1	0	0	0	1
0x00007f3585d9e0b0	2	0	2	0	0	0	2
0x00007f3585d9e0b1	2	0	2	0	0	0	2
0x00007f358525df86	1	0	1	0	0	0	1
0x00007f3585d9e0b2	2	0	2	0	0	0	2
0x00007f3585dce0b8	1	0	1	0	0	0	1
0x00007f358525df88	1	0	1	0	0	0	1
0x00007f358606e100	0	1	0	0	1	0	1
0x00007f3585dce0c0	1	0	1	0	0	0	1
0x00007f358525df90	1	0	1	0	0	0	1
0x00007f3585dce0c8	1	0	1	0	0	0	1
0x00007f358606e110	0	1	0	0	1	0	1
0x00007f358525df9c	1	0	1	0	0	0	1
0x00007f358525df9e	1	0	1	0	0	0	1
0x00007f3585dce0d0	1	0	1	0	0	0	1
0x00007f358525dfa0	1	0	1	0	0	0	1
0x00007f358606e118	0	1	0	0	1	0	1
0x00007f3585dce0d8	1	0	1	0	0	0	1
0x00007f358525dfa8	1	0	1	0	0	0	1
0x00007f358606e120	0	1	0	0	1	0	1
0x00007f3585dce0e0	1	0	1	0	0	0	1
0x00007f358525dfb4	1	0	1	0	0	0	1
0x00007f3585d9e0e1	1	0	1	0	0	0	1
0x00007f358525dfb6	1	0	1	0	0	0	1
0x00007f3585d9e0e2	1	0	1	0	0	0	1
0x00007f3585d9e0e3	1	0	1	0	0	0	1
0x00007f3585dce0e8	1	0	1	0	0	0	1
0x00007f358525dfb8	1	0	1	0	0	0	1
0x00007f3585d9e0e4	1	0	1	0	0	0	1
0x00007f3585d9e0e5	1	0	1	0	0	0	1
0x00007f358606e130	0	1	0	0	1	0	1
0x00007f3585d9e0e6	1	0	1	0	0	0	1
0x00007f3585d9e0e7	1	0	1	0	0	0	1
0x00007f3585d9e0e8	1	0	1	0	0	0	1
0x00007f3585d9e0e9	1	0	1	0	0	0	1
0x00007f3585d9e0ea	1	0	1	0	0	0	1
0x00007f3585d9e0eb	1	0	1	0	0	0	1
0x00007f3585dce0f0	1	0	1	0	0	0	1
0x00007f3585d9e0ec	1	0	1	0	0	0	1
0x00007f3585d9e0ed	1	0	1	0	0	0	1
0x00007f358606e138	0	1	0	0	1	0	1
0x00007f3585d9e0ee	1	0	1	0	0	0	1
0x00007f3585d9e0ef	1	0	1	0	0	0	1
0x00007f3585d9e0f0	1	0	1	0	0	0	1
0x00007f3585d9e0f1	1	0	1	0	0	0	1
0x00007f3585d9e0f2	1	0	1	0	0	0	1
0x00007f3585d9e0f3	1	0	1	0	0	0	1
0x00007f3585dce0f8	1	0	1	0	0	0	1
0x00007f3585d9e0f4	1	0	1	0	0	0	1
0x00007f3585d9e0f5	1	0	1	0	0	0	1
0x00007f358606e140	0	1	0	0	1	0	1
0x00007f3585d9e0f6	1	0	1	0	0	0	1
0x00007f3585d9e0f7	1	0	1	0	0	0	1
0x00007f358525dfcc	1	0	1	0	0	0	1
0x00007f3585d9e0f8	1	0	1	0	0	0	1
0x00007f3585d9e0f9	1	0	1	0	0	0	1
0x00007f358525dfce	1	0	1	0	0	0	1
0x00007f3585d9e0fa	1	0	1	0	0	0	1
0x00007f3585d9e0fb	1	0	1	0	0	0	1
0x00007f3585dce100	1	0	1	0	0	0	1
0x00007f358525dfd0	1	0	1	0	0	0	1
0x00007f3585d9e0fc	1	0	1	0	0	0	1
0x00007f3585d9e0fd	1	0	1	0	0	0	1
0x00007f3585d9e0fe	1	0	1	0	0	0	1
0x00007f3585d9e0ff	1	0	1	0	0	0	1
0x00007f3585d9e100	1	0	1	0	0	0	1
0x00007f3585d9e101	1	0	1	0	0	0	1
0x00007f3585d9e102	1	0	1	0	0	0	1
0x00007f3585d9e103	1	0	1	0	0	0	1
0x00007f3585dce108	1	0	1	0	0	0	1
0x00007f358525dfd8	1	0	1	0	0	0	1
0x00007f3585d9e104	1	0	1	0	0	0	1
0x00007f3585d9e105	1	0	1	0	0	0	1
0x00007f358606e150	0	1	0	0	1	0	1
0x00007f3585d9e106	1	0	1	0	0	0	1
0x00007f3585d9e107	1	0	1	0	0	0	1
0x00007f3585d9e108	1	0	1	0	0	0	1
0x00007f3585d9e109	1	0	1	0	0	0	1
0x00007f3585d9e10a	1	0	1	0	0	0	1
